3,1,79.78,0,1,1,58286
3,1,85.27,0,1,1,56292
3,1,80,0,1,1,56250
3,1,78.34,0,1,1,56166
3,1,75.06,0,1,1,55290
4,2,118,2,1,1,55085
2,1,79.29,1,1,1,58646
2,1,57,1,1,1,52632
3,1,67.04,1,1,1,63395
3,1,68.57,1,1,1,60668
2,1,54.31,2,1,1,58922
2,1,64.68,0,1,1,58751
2,1,64.98,0,1,1,58480
2,1,54.97,0,1,1,57668
2,1,57.96,1,1,0,44859
2,1,57.84,2,1,0,43050
1,1,48.02,2,1,1,64557
1,1,48.08,2,1,1,60733
2,1,57.34,2,1,0,43600
2,1,57.91,2,1,0,43171
3,1,77.66,2,1,0,38630
1,0,37.74,2,1,0,47695
1,0,36.43,1,0,0,64508
1,0,38,1,0,0,61843
3,1,95.52,0,0,0,60721
1,0,39,0,0,0,60257
2,1,85.04,2,0,0,57032
2,2,88.58,0,0,0,52495
1,1,42,0,0,0,59524
1,1,42,1,0,0,54762
2,1,59,0,0,0,53390
2,1,60.85,1,0,0,51767
3,1,75,0,0,0,51334
2,1,71.3,2,0,0,49089
2,1,74.28,1,0,0,56947
2,1,71.37,1,0,0,54085
2,1,73,1,0,0,52055
2,1,73.05,1,0,0,51746
1,1,48.55,2,0,0,51082
2,1,73.49,1,0,0,50347
1,1,55.75,1,0,1,50225
2,1,82.97,0,0,0,47608
3,1,91.14,1,0,0,46632
1,1,59,2,0,0,45763
2,1,67,1,0,0,44777
2,2,97.45,0,0,0,44126
3,1,102,1,0,0,42157
3,2,106,2,0,0,41510
3,2,105,2,0,0,40953
4,1,116.24,2,0,0,39574
3,1,106.42,2,0,0,38527
4,2,131.98,2,0,0,36370
4,2,131,2,0,0,35115
2,1,107.74,1,1,0,63115
2,1,61.11,1,1,0,69220
3,1,81.73,2,1,0,69131
1,1,46.83,2,1,0,64062
1,1,46.83,0,1,0,59791
2,1,56.03,0,1,1,70498
2,2,71.76,2,1,1,69538
2,1,49,1,1,1,67347
2,1,67.09,2,1,0,81980
3,1,70.13,2,1,0,75574
3,1,84.2,1,1,0,73635
1,1,39.97,2,1,1,101326
2,1,58.12,1,1,0,91191
2,1,59.68,0,1,1,90148
2,1,65.16,0,1,0,89933
2,1,59.68,0,1,1,88472
3,1,95.46,1,1,1,87995
2,1,56.65,1,1,1,87909
1,1,39.29,0,1,1,86537
1,1,50.19,0,1,1,85675
2,2,75.5,1,1,1,79471
2,1,67,0,1,1,77612
2,1,58,2,1,1,89656
3,1,71.05,1,1,0,89374
1,1,37.47,0,1,1,88071
2,1,61,0,1,1,81968
2,1,61,0,1,0,81968
2,1,53.24,1,1,0,80767
3,1,81,0,1,1,80247
2,1,56.82,2,1,0,78318
1,1,37.11,2,1,0,75991
1,1,42.3,2,1,1,75651
3,1,74,0,1,0,74325
2,1,60,2,1,1,75000
3,0,65.29,2,1,1,74438
2,1,55.59,2,1,1,71596
1,1,44.73,0,1,1,71317
3,1,88.24,0,1,1,70830
3,1,88.24,2,1,1,70830
2,1,69.83,1,1,1,69885
1,1,41.84,1,0,0,62142
2,1,61.86,2,1,0,56580
2,1,60.61,0,1,1,61871
2,2,140.5,1,1,1,92527
2,1,139.78,1,1,1,89427
2,1,62.59,2,1,1,65506
3,1,136.64,1,1,1,51962
3,2,136.64,0,1,1,50864
2,2,102.57,0,1,1,49723
4,1,184.33,2,1,1,48826
3,2,136.64,1,1,1,47571
3,1,80,1,1,0,60000
2,1,69.96,1,1,0,58605
2,1,68.69,2,1,0,54594
2,1,59.61,2,1,0,55360
2,1,55.31,2,1,0,57675
3,1,65.64,2,1,0,53322
2,1,49.44,0,1,0,73827
2,1,81.53,1,1,0,72980
2,1,49.93,0,1,0,72101
2,1,62.77,0,1,0,70098
3,1,81.02,1,1,0,69119
2,1,54.21,1,1,0,67331
2,1,53.65,2,1,0,65238
3,1,81.97,2,1,0,64658
2,1,54.61,1,1,0,63176
2,1,53.99,1,1,0,62975
2,1,54,2,1,0,62963
1,1,45.35,1,1,0,61743
2,1,63.47,2,1,0,61447
2,1,54.01,0,1,0,61100
2,1,62.77,2,1,0,61017
3,1,74.95,1,1,0,60041
2,1,56.02,2,1,0,59801
2,1,53.98,1,1,0,59282
2,1,59.15,2,1,0,59172
2,1,54.21,2,1,0,59030
2,1,58.53,0,1,0,58090
1,1,58.56,0,1,0,58061
2,1,51.91,0,1,0,80910
3,1,71,2,1,0,71831
2,1,60,0,1,0,71667
3,1,78.54,2,1,0,70029
2,1,57.15,0,1,0,69117
3,1,76.09,1,1,0,67026
2,1,56.99,1,1,0,66679
2,1,58,2,1,0,66380
2,1,65,1,1,0,66154
2,1,57.5,1,1,0,66087
1,1,42,1,1,0,65477
2,1,56.71,0,1,0,65245
2,1,57.5,1,1,0,64348
2,1,65.64,0,1,0,64138
3,1,80.6,1,1,0,62035
1,1,38.96,0,1,0,61602
1,1,38.52,0,1,0,61008
1,1,49.63,0,1,0,60448
2,1,59.55,2,1,0,59614
2,1,57.66,1,1,0,58967
2,1,58.16,1,1,0,57600
2,1,68.18,2,1,0,56469
1,1,38.99,1,1,0,51296
3,1,108.21,0,1,0,80215
2,1,65.82,2,1,0,79004
1,1,47.6,1,1,0,78782
2,1,65.82,0,1,0,72927
2,1,66,2,1,1,72728
2,1,65.82,1,1,1,65330
3,2,196.31,0,1,0,76410
2,2,144.31,2,1,0,69296
3,2,196.31,2,1,0,69279
2,1,144,0,1,0,61667
4,2,204.38,1,0,1,44036
3,2,137.36,1,0,1,51689
2,2,109.79,2,0,1,51007
2,2,110.69,1,0,1,50592
3,2,126,0,0,1,48889
3,2,136.82,0,0,1,47508
4,2,170.94,2,0,1,46801
2,1,107.34,0,0,1,46581
3,2,139,0,0,1,50360
3,2,224,2,0,1,36608
3,2,139.64,0,0,1,60871
3,2,144.7,0,0,1,55978
3,2,164.03,0,0,1,53040
3,2,143.32,1,0,1,53029
3,2,141.87,1,0,1,52866
3,2,164.36,1,0,1,50499
3,2,139.85,1,0,1,50054
3,3,221.27,0,0,1,44290
3,2,134.88,0,1,1,72658
3,2,144.18,2,1,1,70745
3,2,127.12,1,1,1,69226
3,2,142.97,1,1,1,68546
3,2,127.98,2,1,1,67198
3,2,180.56,0,1,1,64799
1,1,76,0,1,1,59211
2,2,126.8,1,1,1,59937
2,2,138.26,0,1,1,91133
3,2,165.58,0,1,1,86968
2,2,134.86,0,1,1,85274
3,2,135,1,1,1,72963
4,2,155.11,1,1,1,88970
3,2,154.65,0,1,1,74362
2,2,109.25,0,1,1,64074
3,2,108.95,2,1,1,57642
2,1,79.27,1,1,0,64968
2,2,86.8,1,1,0,64517
1,2,57.5,0,1,0,64348
2,2,112.71,0,1,0,63881
3,2,130,2,1,0,63847
1,1,66.54,1,1,0,63421
2,2,83,0,1,0,62651
3,2,91.12,1,1,0,60909
3,2,146.71,0,1,0,59301
1,1,67,0,1,0,55971
1,1,48.6,2,0,0,41153
2,1,49.87,0,0,0,40105
2,1,43,1,0,0,39535
2,1,48.6,0,0,0,38066
2,1,40.4,0,0,0,36634
2,1,70.35,1,0,0,36390
3,1,49.5,2,0,0,33940
2,1,78.8,1,0,0,32995
2,1,56.6,1,0,0,31803
3,1,80.2,2,1,0,74813
1,1,45.9,0,1,0,62092
1,1,44.7,1,1,0,58166
1,1,46,1,1,0,57174
2,1,63,2,1,0,57143
3,1,86.43,1,1,0,55768
2,1,66.4,0,1,0,54217
2,1,63,1,1,0,53651
4,1,109,2,1,0,53212
2,1,67.3,0,1,0,53195
2,1,66.4,0,1,0,53013
2,1,66.5,1,1,0,52632
2,1,66.4,0,1,0,50603
3,1,67,1,1,0,35075
2,1,65.3,0,0,0,33691
2,1,65.24,0,0,0,45985
2,1,57.54,1,1,0,39973
2,1,58.95,1,1,0,39865
2,1,57.7,2,1,0,39862
3,1,68.43,1,1,0,39457
2,1,61.3,1,0,0,39152
2,0,55,1,1,0,38182
1,1,44.01,0,0,0,38174
2,1,59,2,1,0,36950
2,1,59.88,0,1,0,36741
2,1,57.46,2,1,1,36548
1,1,44,2,0,0,36364
2,1,58.8,2,1,0,35715
2,1,59.88,0,1,0,35071
2,1,59.41,2,1,0,34506
2,1,69.13,2,0,0,33994
2,1,57.26,2,1,0,33182
2,0,58.41,1,1,0,32187
2,1,165.88,0,1,0,28033
3,1,184.16,0,0,0,27151
1,1,33.46,0,1,0,46324
3,1,66,0,1,0,42425
1,1,36,0,1,0,38889
3,0,55,0,1,0,38182
3,1,69,1,1,0,37682
1,1,36.65,2,1,0,36835
2,1,51.31,0,1,0,36056
1,1,36.3,2,1,0,35813
2,1,51,1,1,0,35687
1,1,36.65,1,1,0,35471
2,1,50.37,1,1,0,35339
2,1,50.42,1,1,0,35304
3,0,56.77,2,1,0,35230
2,1,54,0,1,0,35186
1,1,37,0,1,0,35136
2,1,50.39,2,1,0,35127
2,1,51,1,1,0,34902
2,1,50.39,2,1,0,34730
2,1,66,1,1,0,34697
2,1,56.7,2,1,0,34392
2,1,56.77,1,1,0,34350
2,1,50,2,1,0,34000
2,1,56.55,0,1,0,33599
2,1,53.99,2,1,0,33340
2,1,52.5,2,1,0,33334
2,0,59,1,1,0,33051
2,1,58.9,0,1,0,32938
3,1,70,2,1,0,32858
2,1,58.63,2,1,0,32407
2,1,54.03,2,1,0,32020
3,0,57.18,1,1,0,31480
3,1,69,2,1,0,31160
2,1,65,2,1,0,30770
2,1,65.22,2,1,0,30666
3,1,68.41,2,1,0,29967
1,1,40,2,0,0,38000
1,1,53,2,0,0,37359
2,1,72.71,2,0,0,37134
1,1,58.25,1,0,0,36910
1,1,55,1,0,0,36000
2,1,58,2,0,0,31035
2,1,52.72,1,1,0,34523
2,1,57.46,0,1,0,46120
3,1,89.3,0,1,0,40874
3,1,80.97,0,1,0,40756
1,1,53,2,1,0,40567
2,1,64.92,2,1,0,40050
2,1,57.46,2,1,0,39854
2,1,84.43,2,1,0,37902
3,1,90.07,2,1,0,37194
2,1,62,1,1,0,36291
1,1,55.5,2,1,0,36037
2,1,57.97,1,1,0,35881
1,1,46.4,1,1,0,35561
2,1,79.29,2,1,0,35314
2,1,56.77,2,1,0,35230
3,1,110.9,1,1,0,35167
2,1,85.36,0,1,0,34209
2,1,80.07,2,1,0,33721
2,1,81.96,1,1,0,33553
1,1,55.77,1,1,0,33172
2,1,80.07,2,1,0,32472
2,1,81.09,2,1,0,29351
2,1,61.38,2,1,0,43337
2,1,57.64,2,1,0,38168
2,1,61.8,0,1,0,37703
2,1,63.58,0,1,0,36962
2,1,56.82,2,1,0,36079
2,0,53.95,2,1,0,35589
2,1,66.4,1,1,1,35392
1,1,46.68,0,1,0,35348
2,0,46,2,1,0,34783
3,0,86.6,2,1,0,34643
3,1,124,2,1,0,32259
3,0,84.61,1,1,0,31912
2,0,54.04,1,1,0,28128
2,1,54.52,0,1,0,42187
2,1,58,2,1,0,41380
2,1,58.76,2,1,0,40845
2,1,59,0,1,0,39831
2,1,58,0,1,0,38794
2,1,58.08,2,1,0,38740
2,1,58.3,2,1,0,38594
2,1,60.93,1,1,0,38569
2,1,57.61,1,1,0,38188
2,1,59,2,1,0,38136
1,1,50,2,1,0,38000
2,1,60.77,2,1,0,36203
2,1,58.6,1,1,0,35837
2,1,73,2,1,0,35617
2,1,60.77,0,1,1,35380
2,1,59.6,2,1,0,35235
2,1,58.87,1,1,0,35163
2,1,58.45,2,1,0,35073
2,1,58.59,2,1,0,34989
2,1,73,2,1,0,32192
2,1,72.73,0,1,0,31624
2,1,59,2,1,0,30848
2,1,57.97,2,1,1,77627
2,1,55.4,2,1,1,75452
1,1,43.6,2,1,1,73395
2,1,56.3,1,1,1,72825
3,1,79.3,2,1,1,71879
3,1,68,2,1,1,71030
2,1,56.1,1,1,1,70945
2,1,54,2,1,1,70371
2,1,56.9,1,1,1,68542
1,1,47.59,1,1,1,66401
3,1,68.4,2,1,1,65790
2,1,57.2,0,1,1,62063
2,1,62.5,2,1,0,40320
2,1,80.9,0,1,0,38567
3,1,65.24,0,1,1,109596
2,2,181,0,1,0,71824
2,1,58.7,1,1,1,76661
2,1,58.6,2,1,1,75086
2,1,60,2,1,1,75000
2,1,58.71,0,1,1,74093
2,1,59.16,2,1,1,72685
2,1,58.7,2,1,1,72062
2,1,53.76,1,1,1,74405
2,1,54,2,1,1,70371
1,0,30.67,1,1,0,84774
2,1,72.91,0,1,0,72693
1,2,59.7,0,1,0,72027
2,2,76,2,1,0,66448
2,1,62,1,1,0,64517
3,2,127.12,0,1,0,79925
2,1,97.73,0,1,0,61394
2,1,57.68,1,1,1,70215
2,1,57.86,1,1,1,60491
1,1,36.9,2,1,1,113822
2,1,63.5,0,1,1,106772
2,1,48.1,1,1,1,106030
2,1,64.5,2,1,1,102326
2,1,59.2,2,1,1,101352
2,1,53.3,1,1,1,99438
2,1,53.3,0,1,1,99438
2,1,63.5,0,1,1,99213
2,1,49,1,1,1,97960
2,1,64.5,1,1,1,97675
1,1,53.8,2,1,1,96655
1,1,52.8,0,1,1,96591
2,1,54.9,2,1,1,95629
2,1,55.7,2,1,1,95153
2,1,55,1,1,1,94910
2,1,68,1,1,1,92648
1,1,57.1,0,1,1,91069
2,1,73.7,1,1,1,90231
2,1,59,1,1,1,89831
3,1,81.4,2,1,1,88453
1,1,57.4,1,1,1,83624
3,1,89.3,0,1,1,81747
3,0,63,2,1,1,97620
2,1,53.2,0,1,1,95865
2,0,53.2,0,1,1,93610
2,1,57.8,0,1,1,92561
2,1,57.8,0,1,1,89966
3,1,69.7,2,1,1,86801
2,2,119.38,0,1,0,79997
3,1,109,2,1,0,79817
3,1,120,2,1,0,77917
1,1,68,0,1,1,75000
2,1,54.03,0,1,0,80511
2,1,57.71,2,1,0,75377
2,1,62.1,0,0,1,80516
2,1,62.1,2,0,1,75685
2,1,62.44,2,1,1,72870
2,1,62.1,0,0,1,71659
2,1,58.72,0,0,0,70675
2,1,79.28,2,0,0,66852
2,1,79.28,1,0,0,64960
2,1,65.83,1,1,1,78992
2,1,61,0,1,1,78689
2,1,60.02,1,1,1,76642
2,1,60.17,2,1,1,74789
2,1,77.43,2,1,0,56309
2,1,82.11,2,1,0,54805
2,1,78.34,0,1,0,53613
1,1,59.16,0,1,0,52401
3,1,93.24,1,1,0,48907
1,1,60.61,1,1,0,39598
3,2,147.2,0,1,0,38723
2,1,97.04,1,1,0,38129
3,1,138.6,2,1,0,34993
3,2,139.66,2,1,0,49406
3,2,125.56,2,1,0,47786
3,2,125.56,1,1,0,47786
3,2,139.7,2,1,0,46529
3,1,125.59,2,1,0,46183
1,1,57.46,0,1,0,45249
2,1,112,2,1,0,42858
3,1,126,0,1,0,42302
2,1,109.59,1,1,0,41975
2,2,111.71,1,1,0,41179
2,1,109.59,0,1,0,41063
2,1,71,1,1,0,75353
2,1,72.4,1,1,0,71824
2,1,70.4,2,1,1,79546
2,1,59.5,1,1,1,97479
1,1,55,1,1,0,81819
2,0,56.41,0,1,0,89878
1,1,40.4,2,1,0,98515
2,1,53,1,1,0,97170
1,1,40.4,0,1,0,90100
2,1,90.36,0,0,0,70275
3,2,164.46,0,0,0,66886
2,2,122,2,0,0,59837
2,2,106,2,0,0,59434
4,3,223.87,0,0,0,56730
4,2,165,1,0,0,55758
2,1,114.55,1,0,0,67220
2,2,114.73,1,0,0,66679
2,2,114.27,1,0,0,65197
2,2,122,1,0,0,60656
3,2,168.17,1,0,0,60356
5,2,245.2,1,0,0,59136
3,3,161.76,0,0,1,58111
1,1,55.24,2,0,0,85989
1,1,57,0,0,0,85088
1,1,57.39,2,0,0,83639
1,1,58,1,0,0,83621
1,1,56.43,0,0,0,80631
1,1,56.5,2,0,0,80531
1,1,57,1,0,0,79825
1,1,57.91,2,0,0,78225
2,1,71,2,0,0,77465
2,1,76.51,0,0,0,73194
2,2,75.06,2,0,0,71943
2,1,78,0,0,0,71795
2,1,78,2,0,0,70513
2,1,81.05,2,0,0,69094
3,1,95.75,2,0,0,63708
2,1,85,0,0,1,62353
2,1,100.43,2,1,0,45804
2,2,98.74,2,1,0,45575
2,1,102.89,0,1,0,40335
1,1,62.18,1,1,0,38598
2,1,102.81,0,1,0,37448
3,2,134,1,0,0,41045
1,1,63,0,0,0,38889
1,1,64,2,1,0,38282
3,2,132,1,1,0,38258
2,1,114,2,1,0,37544
1,1,63.56,1,1,0,37288
2,1,99,2,1,0,46465
2,1,111,1,1,0,37838
3,2,126.12,0,1,0,51539
3,2,140.2,2,1,0,49787
2,1,103.07,1,1,0,48026
2,2,102,1,1,0,47059
2,1,103.82,1,1,0,46812
1,1,51,0,1,0,45687
2,1,111.54,1,1,0,43572
2,1,111.96,1,1,0,42873
3,1,129,2,1,0,42636
2,1,112,0,1,0,42411
2,1,103.7,1,1,0,41948
1,1,57.89,0,1,0,41113
2,1,94.92,1,1,0,41088
2,1,100,2,1,0,40800
1,1,66.51,0,1,0,40596
2,2,93.66,2,1,0,40573
1,0,60.8,1,1,0,39803
1,0,60.67,0,1,0,39724
2,1,93.28,2,1,0,39666
1,1,58,0,1,0,39656
3,2,154.33,0,1,0,38878
2,1,99,1,1,0,38384
1,1,71.68,0,1,0,38086
2,1,109.8,0,1,0,36613
2,1,97.87,1,1,0,34740
3,2,150.56,2,1,0,48818
3,1,151,2,1,0,48345
1,1,63.94,1,1,0,45512
1,1,67,0,1,0,44777
2,1,103,0,1,0,44661
2,1,102.15,1,1,0,44249
1,1,67.13,1,1,0,43945
1,1,71.64,2,1,0,41877
4,2,213,1,1,0,41785
2,1,93.46,0,1,0,41730
2,1,94.25,2,1,0,41380
3,2,148.63,2,1,0,49116
1,1,67.09,1,1,0,43971
2,1,94,2,1,0,42554
1,1,67,0,1,0,42538
2,1,95,0,1,0,42106
1,1,68,1,1,0,41912
3,2,150.23,1,1,0,48925
1,1,50.08,0,1,0,47924
1,1,54.23,2,1,0,47576
2,1,100.35,1,1,0,47534
2,1,100.73,0,1,0,47156
1,1,54.22,2,1,0,45740
2,2,122.83,0,1,0,45185
1,1,67,1,1,0,43284
1,1,43.17,0,1,0,89183
2,1,65.94,1,1,1,87959
2,1,60.68,2,1,0,87344
2,1,60.68,0,1,1,87014
1,1,43.17,0,1,0,83392
2,1,59.99,1,1,1,83348
3,1,71.64,1,1,1,83055
3,1,62.16,2,1,0,82047
2,1,60.46,0,1,0,81046
2,1,60.68,2,1,0,80752
1,1,46.57,1,1,1,88040
2,1,52.09,0,1,1,71031
4,2,168.83,2,0,0,27247
3,1,69,1,1,1,81160
1,1,43,0,1,1,72094
1,1,36.81,0,1,0,84217
1,1,40.9,2,1,1,51345
2,1,46.05,0,1,1,92291
2,1,46.05,0,1,1,90120
3,1,77.78,1,1,1,89998
2,1,51.28,1,1,1,87754
2,1,49.72,0,1,1,87692
3,1,87,0,1,1,87357
2,1,71.44,0,1,1,86087
2,1,71.44,1,1,1,84687
1,1,40.28,2,1,1,88382
1,1,41,1,1,1,82927
2,1,61,0,1,1,55738
3,2,128.58,2,1,1,74662
2,1,128.28,2,1,1,66262
1,1,58,1,1,1,72414
1,0,54.8,0,1,1,68431
2,1,59.5,2,1,1,70589
3,2,158.37,1,1,0,101030
2,1,88.48,1,0,0,41818
1,1,53.14,0,0,0,41401
3,1,98.86,2,0,0,41271
2,1,73.35,1,0,0,40900
2,1,91.12,2,1,0,40058
3,1,102.17,2,1,0,39934
2,1,80.27,1,0,0,39866
2,1,80.41,1,0,0,39797
1,1,63.18,2,0,0,38779
1,1,66.62,1,1,0,38728
2,1,80.27,1,0,0,37997
3,1,89.6,2,0,0,37947
4,2,161.04,1,1,0,37879
2,1,81,1,1,0,37655
2,1,79.91,0,0,0,37543
2,1,79.91,1,0,0,37543
2,1,73.35,2,0,0,37492
3,1,161,2,1,0,37019
1,1,67,2,0,0,37015
2,1,91.32,0,1,0,36137
2,1,88,2,1,0,35228
2,1,89.5,2,0,0,34637
1,1,68,2,1,0,34559
2,1,87.38,0,0,0,34333
3,2,177.72,0,1,0,28135
1,1,60,2,1,1,35000
1,1,59.37,0,1,0,34530
4,1,135,1,1,0,34075
1,1,60,2,1,0,33334
1,1,40.94,1,1,0,32976
3,2,126.86,2,1,1,32950
3,2,126.86,0,1,0,32556
1,1,61.12,0,1,0,31905
3,2,130.11,0,1,0,30744
1,1,52.61,2,1,0,29463
3,1,211.07,2,1,0,54959
3,2,211,0,1,0,52133
3,2,266.93,1,1,0,52074
3,2,210.72,0,1,0,47457
3,2,111.87,1,1,0,52293
2,2,106,0,1,0,51887
2,2,99.26,0,0,0,49366
2,1,101.7,2,0,1,48870
2,2,86.42,2,1,0,48600
2,2,101.92,1,0,0,48077
1,1,68.16,2,0,0,46949
3,1,125,2,0,0,43200
1,1,53.09,0,1,0,55001
